Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,239.800003,243.139999,239.070007,243.050003,241.764069,2217700
2019-04-23,243.899994,244.500000,242.449997,243.490005,242.201721,3108400
2019-04-24,243.630005,246.080002,242.809998,245.289993,243.992203,3255200
2019-04-25,244.699997,246.850006,244.020004,245.610001,244.310516,3152400
2019-04-26,246.050003,247.149994,243.220001,246.679993,245.374863,3349300
2019-04-29,246.880005,248.210007,245.860001,247.130005,245.822479,3274900
2019-04-30,251.089996,257.429993,250.509995,254.240005,252.894867,7179600
2019-05-01,254.899994,256.250000,248.669998,248.750000,247.433884,5146000
2019-05-02,247.559998,248.270004,244.279999,247.190002,245.882141,4747300
2019-05-03,248.610001,249.850006,247.460007,247.949997,246.638138,3194200
2019-05-06,241.490005,249.080002,240.050003,248.639999,247.324478,3022000
2019-05-07,247.270004,247.729996,242.600006,245.059998,243.763412,4257500
2019-05-08,244.539993,247.550003,243.750000,245.330002,244.032013,3050700
2019-05-09,241.889999,245.529999,239.960007,245.309998,244.012085,3891000
2019-05-10,243.869995,248.720001,241.330002,247.429993,246.120865,2816200
2019-05-13,241.509995,243.910004,240.360001,241.380005,240.102905,4136900
2019-05-14,242.119995,247.440002,241.899994,245.940002,244.638748,3862100
2019-05-15,244.330002,251.039993,244.210007,249.149994,247.831787,4186900
2019-05-16,250.440002,255.149994,250.330002,253.419998,252.079178,4911900
2019-05-17,251.110001,254.289993,250.839996,252.550003,251.213791,3129800
2019-05-20,250.490005,254.389999,249.330002,253.490005,252.148819,2951500
2019-05-21,255.000000,255.949997,253.789993,255.360001,254.008926,2881600
2019-05-22,254.750000,258.859985,254.500000,256.899994,255.540756,2936000
2019-05-23,254.750000,255.699997,248.330002,249.729996,248.408707,5072500
2019-05-24,253.139999,253.369995,250.330002,251.479996,250.149460,2710800
2019-05-28,252.660004,257.760010,252.649994,253.429993,252.089111,6252100
2019-05-29,252.250000,254.250000,251.270004,253.559998,252.218445,4014300
2019-05-30,254.270004,256.059998,252.789993,254.190002,252.845123,2817400
2019-05-31,251.979996,253.660004,250.839996,251.490005,250.159409,5041400
2019-06-03,251.800003,252.979996,240.250000,242.259995,240.978226,5452100
2019-06-04,245.130005,249.369995,241.720001,249.179993,247.861618,4862200
2019-06-05,251.470001,256.970001,250.149994,256.260010,254.904160,4742400
2019-06-06,256.359985,258.700012,254.860001,257.829987,256.465820,3443500
2019-06-07,260.000000,266.869995,259.619995,265.799988,264.393646,3691800
2019-06-10,269.000000,269.850006,265.279999,266.100006,264.692108,4469000
2019-06-11,267.470001,267.890015,259.179993,263.660004,262.265015,3119600
2019-06-12,262.450012,264.209991,261.359985,263.850006,262.454010,2295300
2019-06-13,265.000000,265.230011,260.250000,261.200012,259.818054,4331000
2019-06-14,259.989990,261.980011,259.420013,260.100006,258.723816,3158200
2019-06-17,261.000000,261.709991,258.049988,259.200012,257.828613,3332200
2019-06-18,261.700012,262.250000,255.070007,258.809998,257.440643,3921300
2019-06-19,258.829987,260.619995,258.299988,259.869995,258.495056,4326500
2019-06-20,263.489990,267.700012,262.500000,266.790009,265.378448,4667300
2019-06-21,265.820007,268.149994,264.420013,264.470001,263.070709,4285800
2019-06-24,265.850006,267.100006,265.130005,265.299988,263.896301,2538100
2019-06-25,266.040009,266.309998,259.119995,259.730011,258.355804,3138000
2019-06-26,260.880005,262.649994,259.989990,261.299988,259.917511,3869400
2019-06-27,262.440002,263.579987,260.399994,261.100006,259.718567,2186900
2019-06-28,263.089996,264.839996,261.329987,264.529999,263.130432,4400300
2019-07-01,269.989990,269.989990,264.869995,266.769989,265.358551,2646800
2019-07-02,266.880005,270.600006,266.429993,270.570007,269.138458,2649100
2019-07-03,271.000000,273.079987,270.779999,273.079987,271.635132,1896800
2019-07-05,271.500000,272.769989,269.089996,272.140015,270.700165,2561000
2019-07-08,270.100006,272.070007,269.459991,271.230011,270.122528,2291700
2019-07-09,269.820007,273.649994,269.500000,273.339996,272.223877,2477400
2019-07-10,274.170013,277.100006,274.149994,275.380005,274.255554,2323000
2019-07-11,277.600006,278.649994,276.079987,278.320007,277.183563,2583900
2019-07-12,279.239990,279.739990,276.260010,279.540009,278.398590,2299700
2019-07-15,280.459991,280.589996,278.549988,279.369995,278.229279,3349500
2019-07-16,279.000000,280.630005,275.309998,276.619995,275.490509,2976000
2019-07-17,277.390015,278.470001,275.269989,275.279999,274.155975,2318900
2019-07-18,275.000000,277.250000,274.739990,276.779999,275.649872,3242100
