Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,75.599998,76.000000,74.970001,75.400002,72.759659,8191900
2019-04-23,75.790001,76.680000,75.570000,75.900002,73.242149,8824100
2019-04-24,78.480003,78.849998,77.760002,77.820000,75.094910,4638100
2019-04-25,79.500000,80.800003,79.339996,80.599998,77.777557,3568900
2019-04-26,80.849998,81.370003,80.589996,81.290001,78.443398,2683700
2019-04-29,80.980003,81.209999,80.830002,81.129997,78.289001,1541200
2019-04-30,81.889999,82.550003,81.540001,82.230003,79.350487,2049000
2019-05-01,82.099998,82.800003,81.739998,81.910004,79.041695,1143700
2019-05-02,81.900002,82.150002,81.419998,81.930000,79.060989,1442700
2019-05-03,82.650002,82.720001,82.169998,82.610001,79.717178,1327300
2019-05-06,82.050003,83.029999,82.019997,82.769997,79.871567,1124700
2019-05-07,82.059998,82.150002,80.720001,81.070000,78.231102,1352300
2019-05-08,81.449997,82.190002,81.209999,81.870003,79.003090,1186200
2019-05-09,81.129997,81.279999,80.559998,80.980003,78.144257,2276400
2019-05-10,81.680000,82.019997,81.050003,81.879997,79.012733,2047100
2019-05-13,80.180000,80.690002,80.019997,80.510002,77.690712,2351100
2019-05-14,80.449997,81.180000,80.419998,80.730003,77.903015,1082000
2019-05-15,80.650002,81.820000,80.599998,81.550003,78.694298,1030200
2019-05-16,82.610001,83.040001,82.370003,82.449997,79.562775,1304000
2019-05-17,82.989998,83.320000,82.699997,82.699997,79.804024,1563800
2019-05-20,82.370003,82.510002,81.680000,82.010002,79.138191,2871400
2019-05-21,82.680000,82.919998,82.209999,82.389999,79.504875,2152600
2019-05-22,82.779999,84.059998,82.639999,83.910004,80.971657,2354100
2019-05-23,84.250000,84.540001,83.930000,84.440002,81.483093,2069200
2019-05-24,86.489998,88.440002,86.320000,87.519997,84.455238,4727200
2019-05-28,87.709999,88.019997,86.889999,86.919998,83.876244,2131100
2019-05-29,86.779999,86.809998,85.730003,85.809998,82.805115,3682500
2019-05-30,85.779999,86.230003,85.410004,85.800003,82.795471,1766200
2019-05-31,85.669998,85.849998,85.330002,85.639999,82.641068,2015700
2019-06-03,87.260002,87.809998,86.980003,87.660004,84.590340,2259400
2019-06-04,87.620003,87.709999,87.059998,87.419998,84.358742,1256500
2019-06-05,87.559998,88.040001,87.489998,87.540001,84.474541,1006000
2019-06-06,88.089996,88.610001,87.650002,87.660004,84.590340,2109900
2019-06-07,88.010002,88.599998,87.959999,88.059998,84.976326,3818600
2019-06-10,88.110001,88.360001,87.699997,88.220001,85.130730,1004600
2019-06-11,88.870003,88.989998,87.980003,88.099998,85.014923,4036200
2019-06-12,88.379997,89.180000,88.320000,88.980003,85.864113,1406200
2019-06-13,90.129997,90.209999,89.260002,89.589996,86.452751,1768600
2019-06-14,89.800003,90.120003,89.389999,89.519997,86.385201,1245000
2019-06-17,89.180000,90.000000,89.180000,89.760002,86.616798,860300
2019-06-18,91.309998,91.629997,90.980003,91.300003,88.102875,2300100
2019-06-19,91.010002,91.980003,90.970001,91.910004,88.691513,1406100
2019-06-20,93.250000,93.339996,92.129997,92.370003,89.135406,1760000
2019-06-21,92.559998,92.690002,91.760002,92.489998,89.251198,2316300
2019-06-24,92.430000,92.989998,92.230003,92.800003,89.550346,1087400
2019-06-25,93.599998,93.650002,92.360001,92.370003,89.135406,1462800
2019-06-26,91.570000,91.669998,90.949997,91.199997,88.006371,1614900
2019-06-27,91.099998,91.440002,90.839996,90.940002,87.755478,1524700
2019-06-28,91.430000,91.580002,91.050003,91.309998,88.112518,997700
2019-07-01,91.820000,91.989998,91.500000,91.860001,88.643265,932300
2019-07-02,91.860001,92.309998,91.790001,92.099998,88.874855,1109800
2019-07-03,92.349998,92.660004,92.239998,92.500000,89.260849,1063400
2019-07-05,90.849998,90.930000,90.309998,90.440002,87.272987,1371600
2019-07-08,90.169998,90.900002,90.099998,90.739998,87.562477,1092400
2019-07-09,90.949997,91.650002,90.910004,91.059998,87.871269,1178600
2019-07-10,91.800003,91.860001,91.180000,91.389999,88.189720,1489100
