Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,136.979996,138.490005,136.460007,137.830002,134.085251,4666500
2019-04-23,137.419998,140.850006,137.250000,139.899994,136.098999,5790500
2019-04-24,139.649994,140.139999,138.860001,139.199997,135.418045,5676300
2019-04-25,138.520004,139.770004,137.960007,139.649994,135.855789,5218100
2019-04-26,139.880005,140.520004,139.309998,140.389999,136.575699,4613600
2019-04-29,140.350006,140.429993,139.580002,139.839996,136.040634,4275200
2019-04-30,140.190002,141.449997,138.960007,141.199997,137.363678,6003700
2019-05-01,140.949997,142.350006,139.750000,141.949997,138.093307,6656300
2019-05-02,141.910004,142.149994,140.119995,141.279999,137.441513,8835600
2019-05-03,141.289993,142.089996,141.080002,142.009995,138.151672,5281600
2019-05-06,140.250000,142.240005,139.929993,142.089996,138.229492,5818900
2019-05-07,140.820007,141.380005,139.059998,139.970001,136.167099,6606700
2019-05-08,140.199997,140.919998,139.699997,139.789993,135.991974,4667300
2019-05-09,138.949997,139.320007,137.639999,138.729996,134.960800,5604200
2019-05-10,138.429993,139.250000,136.410004,139.050003,135.272095,4771600
2019-05-13,137.850006,138.059998,136.529999,137.199997,133.472366,5560000
2019-05-14,137.039993,137.839996,136.729996,136.820007,133.102707,7179400
2019-05-15,136.899994,137.490005,135.330002,136.910004,133.190247,6429400
2019-05-16,137.389999,139.190002,136.970001,138.210007,134.454926,6857200
2019-05-17,137.000000,139.029999,136.860001,138.610001,134.844055,6915300
2019-05-20,138.610001,138.960007,137.679993,138.419998,134.659225,4771100
2019-05-21,139.119995,139.570007,138.080002,138.119995,134.367371,4859000
2019-05-22,138.350006,138.949997,137.490005,138.759995,134.989960,5456800
2019-05-23,138.500000,139.850006,137.669998,139.789993,135.991974,6951800
2019-05-24,139.500000,139.500000,138.559998,138.850006,136.001785,5473300
2019-05-28,139.000000,140.490005,137.050003,137.070007,134.258301,11919600
2019-05-29,135.889999,135.889999,128.520004,131.330002,128.636047,23247400
2019-05-30,131.440002,132.820007,131.169998,132.110001,129.400055,7360600
2019-05-31,131.520004,132.000000,129.610001,131.149994,128.459747,7811000
2019-06-03,131.500000,132.399994,131.039993,131.440002,128.743790,8434600
2019-06-04,132.600006,134.300003,132.580002,133.729996,130.986801,6648900
2019-06-05,134.699997,135.130005,133.860001,134.380005,131.623474,6860600
2019-06-06,134.899994,137.660004,134.589996,136.679993,133.876282,9115800
2019-06-07,137.589996,139.589996,137.139999,138.550003,135.707947,6533900
2019-06-10,138.600006,139.149994,137.600006,139.020004,136.168320,4994700
2019-06-11,139.679993,140.660004,139.500000,139.779999,136.912720,8230500
2019-06-12,140.300003,142.910004,140.300003,141.679993,138.773727,9216500
2019-06-13,141.720001,141.949997,140.210007,140.710007,137.823639,7500800
2019-06-14,141.229996,141.490005,140.039993,140.089996,137.216354,6548100
2019-06-17,140.000000,140.240005,139.210007,139.440002,136.579697,5562800
2019-06-18,140.559998,140.929993,139.789993,140.229996,137.353485,7122700
