Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,106.129997,107.199997,105.739998,106.010002,104.041397,9057200
2019-04-23,104.010002,104.110001,102.129997,103.160004,101.244324,15979800
2019-04-24,103.320000,104.650002,102.790001,103.690002,101.764473,10094800
2019-04-25,103.099998,103.570000,102.589996,103.279999,101.362083,6085300
2019-04-26,103.949997,105.879997,103.910004,105.860001,103.894173,7747400
2019-04-29,105.570000,105.750000,104.720001,104.779999,102.834236,4787600
2019-04-30,104.860001,106.620003,104.660004,106.480003,104.502670,8251300
2019-05-01,106.150002,106.389999,104.809998,104.930000,102.981445,6733800
2019-05-02,105.199997,105.760002,105.050003,105.559998,103.599747,6270300
2019-05-03,105.989998,106.410004,105.580002,106.080002,104.110092,4793400
2019-05-06,105.120003,105.820000,105.040001,105.680000,103.717514,4890400
2019-05-07,105.029999,105.580002,104.099998,104.699997,102.755714,6021700
2019-05-08,104.989998,105.769997,104.160004,105.070000,103.118851,5392600
2019-05-09,104.669998,105.040001,103.779999,104.239998,102.304253,6901700
2019-05-10,103.980003,106.150002,103.919998,106.010002,104.041397,5815800
2019-05-13,105.139999,106.589996,104.849998,106.110001,104.139534,7575500
2019-05-14,105.769997,106.500000,105.570000,105.599998,103.639008,7004000
2019-05-15,105.610001,107.000000,105.500000,106.699997,104.718575,5535600
2019-05-16,106.739998,108.680000,106.589996,108.110001,106.102394,9284200
2019-05-17,107.269997,108.000000,107.260002,107.449997,105.454651,6370200
2019-05-20,107.440002,108.129997,107.139999,107.330002,105.336876,6565300
2019-05-21,107.470001,107.540001,106.290001,106.370003,104.394707,5226400
2019-05-22,106.089996,107.050003,105.940002,106.720001,104.738213,4889700
2019-05-23,106.680000,107.029999,105.889999,106.760002,104.777466,6175600
2019-05-24,107.150002,107.440002,106.540001,106.690002,104.708771,4372100
2019-05-28,106.699997,107.250000,104.419998,104.459999,102.520172,7615500
2019-05-29,103.959999,104.809998,103.699997,104.190002,102.255188,7137300
2019-05-30,104.370003,105.370003,104.370003,105.330002,103.374016,4729200
2019-05-31,104.889999,104.900002,102.410004,102.910004,100.998962,10282300
2019-06-03,103.150002,103.959999,102.400002,103.800003,101.872429,8532900
2019-06-04,104.010002,105.099998,103.849998,104.680000,102.736092,6906400
2019-06-05,105.239998,106.750000,104.889999,106.730003,104.748024,6481700
2019-06-06,106.849998,107.680000,106.330002,107.379997,105.385948,6681600
2019-06-07,107.739998,109.379997,107.739998,108.769997,106.750130,8063400
2019-06-10,108.320000,109.019997,107.459999,108.720001,106.701065,4767000
2019-06-11,108.940002,109.599998,108.870003,109.379997,107.348808,8074400
2019-06-12,109.599998,110.660004,109.580002,109.680000,107.643234,7687800
2019-06-13,109.980003,110.949997,109.860001,110.910004,108.850403,8611400
2019-06-14,110.970001,111.750000,110.650002,111.199997,109.135010,6438100
2019-06-17,111.160004,111.209999,110.239998,110.989998,108.928909,6020000
