Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,73.129997,74.599998,73.000000,74.510002,73.314178,5810700
2019-04-23,74.629997,76.410004,74.430000,76.099998,74.878654,6823500
2019-04-24,76.050003,76.870003,75.669998,76.750000,75.518227,6238400
2019-04-25,76.620003,78.180000,76.370003,78.110001,76.856400,6011700
2019-04-26,78.459999,78.570000,77.529999,78.559998,77.299179,4286500
2019-04-29,78.559998,78.629997,77.580002,78.269997,77.013832,4355000
2019-04-30,78.269997,79.690002,77.930000,79.559998,78.283127,5514100
2019-05-01,79.349998,79.470001,78.290001,78.739998,77.476288,6702300
2019-05-02,78.419998,78.870003,77.910004,78.779999,77.515640,5112200
2019-05-03,78.830002,79.129997,78.260002,78.690002,77.427086,5452700
2019-05-06,77.419998,79.169998,77.349998,79.070000,77.800995,4006700
2019-05-07,78.500000,78.870003,76.199997,76.910004,75.675659,5322500
2019-05-08,76.930000,76.970001,76.139999,76.220001,74.996727,4362800
2019-05-09,75.660004,76.480003,74.879997,76.419998,75.193520,3736700
2019-05-10,76.209999,76.660004,74.540001,76.449997,75.223038,3993500
2019-05-13,75.169998,75.790001,74.959999,75.500000,74.288292,5166700
2019-05-14,75.639999,76.769997,75.629997,76.029999,74.809784,5319300
2019-05-15,75.500000,77.019997,75.220001,76.510002,75.282082,4385500
2019-05-16,76.519997,77.370003,76.169998,76.599998,75.370628,6098100
2019-05-17,76.290001,77.209999,75.959999,75.970001,74.750740,5169300
2019-05-20,75.599998,75.959999,75.199997,75.769997,74.553947,4493100
2019-05-21,76.559998,76.820000,76.019997,76.029999,74.809784,3819700
2019-05-22,76.139999,76.589996,75.849998,76.260002,75.036095,3062700
2019-05-23,76.139999,76.139999,75.320000,75.629997,74.416206,5507000
2019-05-24,76.019997,77.080002,75.959999,76.980003,75.744537,4866300
2019-05-28,77.029999,77.980003,75.680000,75.709999,74.494919,5418600
2019-05-29,75.370003,75.970001,74.940002,75.669998,74.455559,4013100
2019-05-30,76.010002,76.589996,75.870003,76.519997,75.291916,3600300
2019-05-31,75.970001,76.519997,75.599998,76.129997,74.908173,6570800
2019-06-03,76.250000,76.790001,75.440002,75.709999,74.494919,6286500
